0	-9.065625	-73.5
0.0025	-9.940625	-113.2188
0.005	-9.40625	-79.90625
0.0075	-9.615625	-116.4688
0.01	-9.071875	-65.15625
0.0125	-8.864063	-43.21875
0.015	-8.309375	-96.5
0.0175	-7.825	-111.8438
0.02	-7.279688	-114.9375
0.0225	-6.770313	-97.125
0.025	-6.329688	-156.9062
0.0275	-6.009375	-185.5625
0.03	-5.832813	-234.5
0.0325	-5.8375	-147.4062
0.035	-6	-50.9375
0.0375	-6.182813	-106.5312
0.04	-6.246875	37.71875
0.0425	-6.14375	186.375
0.045	-5.9	336.375
0.0475	-5.553125	585.1875
0.05	-5.1625	772.75
0.0525	-4.721875	746.9062
0.055	-4.196875	714.6875
0.0575	-3.5875	735.8125
0.06	-2.904688	685.8125
0.0625	-2.184375	573.1875
0.065	-1.5	430.6562
0.0675	-0.8828125	299.7188
0.07	-0.2828125	131.0312
0.0725	0.1953125	-10.875
0.075	0.4234375	-122.5312
0.0775	0.4328125	-110.7188
0.08	0.2390625	-87.46875
0.0825	-0.1265625	-113.625
0.085	-0.5546875	-147.1562
0.0875	-0.9546875	-191
0.09	-1.314063	-113.625
0.0925	-1.61875	-190.8125
0.095	-1.851562	-153.3438
0.0975	-1.989063	-71.65625
0.1	-1.94375	-158.375
0.1025	-1.69375	-125.625
0.105	-1.3125	-112.6875
0.1075	-0.8703125	-109.9688
0.11	-0.515625	-150.1875
0.1125	-0.3671875	-126.0625
0.115	-0.3578125	-54.40625
0.1175	-0.3296875	-52.96875
0.12	-0.16875	-85.0625
0.1225	0.1609375	-140.4062
0.125	0.58125	-113.2188
0.1275	0.953125	-45.15625
0.13	1.189063	-87.875
0.1325	1.3375	-131.0312
0.135	1.435938	-102.3438
0.1375	1.378125	-95.5
0.14	1.18125	-85.0625
0.1425	0.965625	-133.7188
0.145	0.7421875	-116.2188
0.1475	0.4390625	-11.28125
0.15	0.0265625	-45.40625
0.1525	-0.4078125	-44.53125
0.155	-0.871875	-42.15625
0.1575	-1.390625	-96.0625
0.16	-1.857813	-76.625
0.1625	-2.270313	-27.75
0.165	-2.629688	-46.46875
0.1675	-2.870313	-86.71875
0.17	-3	-43.875
0.1725	-3.003125	-19.9375
0.175	-2.839063	-9.875
0.1775	-2.475	-34.46875
0.18	-1.875	8.1875
0.1825	-1.053125	61.34375
0.185	-0.065625	-55.125
0.1875	1.05625	-25.40625
0.19	2.332813	61.21875
0.1925	3.735938	45.03125
0.195	5.2375	55.21875
0.1975	6.882812	95.09375
0.2	8.526563	89.4375
0.2025	9.884375	84.1875
0.205	10.9	143.3438
0.2075	11.53125	105.0312
0.21	11.6875	35.09375
0.2125	11.5625	57.59375
0.215	11.32969	98.46875
0.2175	10.98594	30.40625
0.22	10.49375	72.375
0.2225	9.829688	168.4688
0.225	8.929688	88.375
0.2275	7.807813	115.4375
0.23	6.409375	87.78125
0.2325	4.692188	32.21875
0.235	2.925	86.03125
0.2375	1.120313	15.71875
0.24	-0.8515625	40.84375
0.2425	-3.042188	54.28125
0.245	-5.446875	69.0625
0.2475	-7.929688	163.3438
0.25	-10.20625	60.46875
0.2525	-11.99844	78.375
0.255	-13.14844	142.75
0.2575	-13.71563	19.1875
0.26	-13.94219	89.65625
0.2625	-13.98906	132.5
0.265	-13.85938	26.09375
0.2675	-13.47188	62.5
0.27	-12.84375	55.8125
0.2725	-12.11719	-0.8125
0.275	-11.45781	10.75
0.2775	-10.98438	-1.15625
0.28	-10.73906	11
0.2825	-10.675	55.59375
0.285	-10.74688	31.375
0.2875	-10.93594	-40.53125
0.29	-11.25313	-74.375
0.2925	-11.6875	-28.34375
0.295	-12.15313	18.53125
0.2975	-12.58281	9.25
0.3	-12.94063	-12.5
0.3025	-13.22344	-10.03125
0.305	-13.42813	-42.65625
0.3075	-13.55	1.25
0.31	-13.58594	5.5625
0.3125	-13.525	-64.21875
0.315	-13.34688	-27.6875
0.3175	-13.10313	-42.84375
0.32	-12.92188	-75.125
0.3225	-12.84219	-36.75
0.325	-12.83438	-0.21875
0.3275	-12.89219	25.28125
0.33	-13.00469	5.40625
0.3325	-13.17031	-19.28125
0.335	-13.40313	-14.65625
0.3375	-13.75781	4.96875
0.34	-14.24375	49.46875
0.3425	-14.72188	89.21875
0.345	-15.03281	28.0625
0.3475	-15.10938	86.09375
0.35	-14.97031	179.4375
0.3525	-14.70781	24.53125
0.355	-14.43281	-9.9375
0.3575	-14.18906	-17.40625
0.36	-13.9875	-76.0625
0.3625	-13.9	-108.0938
0.365	-13.99219	-117.6875
0.3675	-14.11406	-125.8438
0.37	-14.17656	-144.0938
0.3725	-14.27813	-106.5312
0.375	-14.5	-128.6562
0.3775	-14.82969	-147.5938
0.38	-15.16563	-60.34375
0.3825	-15.41406	-31.96875
0.385	-15.55938	-87.9375
0.3875	-15.61094	-115.3125
0.39	-15.62344	-98.84375
0.3925	-15.65938	-53.90625
0.395	-15.69531	-85.59375
0.3975	-15.73906	-100.25
0.4	-15.78438	-103.2188
0.4025	-15.77031	-112.4062
0.405	-15.69688	-111.625
0.4075	-15.5875	-198.0625
0.41	-15.46406	-159.1562
0.4125	-15.34375	-109.9688
0.415	-15.22188	-119.1875
0.4175	-15.00156	-174.0625
0.42	-14.6625	-116.25
0.4225	-14.27969	29
0.425	-13.95625	19.9375
0.4275	-13.83125	151.625
0.43	-13.76562	449.0938
0.4325	-13.57812	608.5
0.435	-13.21094	637.5938
0.4375	-12.57969	723.1562
0.44	-11.71719	731.4375
0.4425	-10.70938	727.625
0.445	-9.585938	743.5312
0.4475	-8.429688	619.2812
0.45	-7.35	506.5312
0.4525	-6.376563	328.4062
0.455	-5.492188	89.46875
0.4575	-4.729687	44.90625
0.46	-4.103125	-72.90625
0.4625	-3.615625	-166.9062
0.465	-3.326563	-125.9688
0.4675	-3.217188	-178
0.47	-3.1875	-184.25
0.4725	-3.239063	-155.9688
0.475	-3.407813	-155.5
0.4775	-3.742188	-169.8125
0.48	-4.276562	-145.5312
0.4825	-4.921875	-146.5312
0.485	-5.546875	-165.9062
0.4875	-6.04375	-141.6562
0.49	-6.348438	-149.3125
0.4925	-6.417188	-145.7188
0.495	-6.24375	-131.4375
0.4975	-5.967188	-152.0938
0.5	-5.692188	-191.8125
0.5025	-5.353125	-111.8125
0.505	-4.873438	-105.6562
0.5075	-4.182812	-82.125
0.51	-3.284375	-58.34375
0.5125	-2.310938	-94.25
0.515	-1.448438	-119.0625
0.5175	-0.875	-120.25
0.52	-0.653125	-97.5
0.5225	-0.6546875	-145.5938
0.525	-0.7921875	-111.2188
0.5275	-1.059375	-62.875
0.53	-1.417188	-54.1875
0.5325	-1.895313	-37.90625
0.535	-2.45	-89.0625
0.5375	-2.9875	-94.90625
0.54	-3.4625	-46.9375
0.5425	-3.770313	-72.9375
0.545	-3.846875	-66.53125
0.5475	-3.84375	-78.6875
0.55	-3.853125	-54.90625
0.5525	-3.790625	48.5
0.555	-3.723438	23.90625
0.5575	-3.692188	-4
0.56	-3.578125	-8.90625
0.5625	-3.310938	18.96875
0.565	-2.817188	52.90625
0.5675	-2.007812	-1.5
0.57	-0.7296875	44.6875
0.5725	1.104688	55.65625
0.575	3.353125	49.84375
0.5775	5.809375	59.4375
0.58	8.220313	1.78125
0.5825	10.325	69.28125
0.585	12.11406	85.46875
0.5875	13.71094	24.5625
0.59	14.98906	52.78125
0.5925	15.88125	146.0938
0.595	16.49531	146
0.5975	16.86406	114.375
0.6	17.05469	175.8438
0.6025	17.07031	71.21875
0.605	16.825	-11.34375
0.6075	16.26562	169.625
0.61	15.37344	147.7812
0.6125	14.11406	63.1875
0.615	12.48594	134.1875
0.6175	10.58594	150.6562
0.62	8.526563	135.0312
0.6225	6.375	72.78125
0.625	4.190625	117.2812
0.6275	1.990625	222.2812
0.63	-0.21875	141.5938
0.6325	-2.407813	122.5
0.635	-4.575	123.1562
0.6375	-6.646875	103.3125
0.64	-8.553125	120.8125
0.6425	-10.31406	106.9062
0.645	-11.95	168.5938
0.6475	-13.38594	117.1875
0.65	-14.47031	50.46875
0.6525	-15.14531	67
0.655	-15.47031	76.28125
0.6575	-15.55625	69.0625
0.66	-15.475	56.3125
0.6625	-15.23594	43.625
0.665	-14.83438	37.96875
0.6675	-14.29844	39.90625
0.67	-13.66563	54.28125
0.6725	-12.94531	51.09375
0.675	-12.22031	57.71875
0.6775	-11.6125	24.59375
0.68	-11.11875	5.1875
0.6825	-10.72188	79.84375
0.685	-10.5125	25.09375
0.6875	-10.50469	23.625
0.69	-10.575	26.40625
0.6925	-10.70938	-0.96875
0.695	-10.92813	82.9375
0.6975	-11.20469	40.15625
0.7	-11.47344	75.25
0.7025	-11.64844	52.5625
0.705	-11.73906	-2.40625
0.7075	-11.73281	24.53125
0.71	-11.68438	-36.65625
0.7125	-11.67813	88.84375
