0	0.096875	1
0.0025	1.465625	16.25
0.005	5.228125	59.03125
0.0075	10.18906	115.1875
0.01	13.92188	158.4688
0.0125	15.65625	180.5
0.015	16.1375	182.5312
0.0175	16.14062	170.375
0.02	16.12969	157.1562
0.0225	16.25625	150.75
0.025	16.51875	151.3438
0.0275	16.87656	150
0.03	17.28125	135.2188
0.0325	17.71094	112.625
0.035	18.14531	99.21875
0.0375	18.56875	95.8125
0.04	18.97188	90.4375
0.0425	19.35156	80.53125
0.045	19.71563	76
0.0475	20.06719	79.375
0.05	20.40156	78.46875
0.0525	20.70781	66.59375
0.055	20.96094	47.21875
0.0575	21.15	26.96875
0.06	21.27813	15.9375
0.0625	21.34688	20.78125
0.065	21.35	33.34375
0.0675	21.25781	41.28125
0.07	21.04219	41.25
0.0725	20.69688	36.40625
0.075	20.22813	30.25
0.0775	19.65938	21.84375
0.08	19	12.3125
0.0825	18.25469	9.21875
0.085	17.40469	12.875
0.0875	16.42031	11.53125
0.09	15.28594	2.6875
0.0925	14.00781	-2.3125
0.095	12.60469	3.46875
0.0975	11.09063	13.3125
0.1	9.478125	15.4375
0.1025	7.776563	7.0625
0.105	5.998438	-6.6875
0.1075	4.1625	-19.53125
0.11	2.28125	-25.46875
0.1125	0.3703125	-22.0625
0.115	-1.55625	-11.5625
0.1175	-3.492188	1.25
0.12	-5.428125	6.40625
0.1225	-7.346875	-1.9375
0.125	-9.223438	-16.5625
0.1275	-11.01562	-25.9375
0.13	-12.6875	-27.15625
0.1325	-14.21094	-26.125
0.135	-15.57031	-28.875
0.1375	-16.75625	-31.6875
0.14	-17.77031	-34.125
0.1425	-18.61875	-41.1875
0.145	-19.3	-43.1875
0.1475	-19.82031	-31.4375
0.15	-20.1875	-18.5
0.1525	-20.40938	-16.65625
0.155	-20.49063	-21.03125
0.1575	-20.42344	-27.03125
0.16	-20.2125	-35.625
0.1625	-19.85938	-44.78125
0.165	-19.38125	-50.1875
0.1675	-18.79844	-48.9375
0.17	-18.13281	-43.53125
0.1725	-17.40625	-40.5
0.175	-16.63906	-41.78125
0.1775	-15.8375	-44
0.18	-15.01094	-48.09375
0.1825	-14.1625	-54.625
0.185	-13.30156	-55.90625
0.1875	-12.43438	-51.71875
0.19	-11.57344	-51.5625
0.1925	-10.72188	-56.84375
0.195	-9.890625	-61.15625
0.1975	-9.085938	-61.25
0.2	-8.317188	-59.65625
0.2025	-7.595313	-61.125
0.205	-6.948438	-64.71875
0.2075	-6.396875	-62.59375
0.21	-5.945312	-57.125
0.2125	-5.589063	-55.5625
0.215	-5.30625	-56.1875
0.2175	-5.089063	-60.96875
0.22	-4.939063	-74.5625
0.2225	-4.85625	-90.84375
0.225	-4.8375	-100.2812
0.2275	-4.871875	-100.5
0.23	-4.95	-90.84375
0.2325	-5.067188	-76.53125
0.235	-5.223438	-70.84375
0.2375	-5.434375	-79.875
0.24	-5.707813	-92.84375
0.2425	-6.040625	-95.34375
0.245	-6.423438	-90.5625
0.2475	-6.834375	-90.09375
0.25	-7.248438	-92.90625
0.2525	-7.65	-92.96875
0.255	-8.034375	-90.5
0.2575	-8.401563	-85.8125
0.26	-8.75625	-80.3125
0.2625	-9.095313	-77.75
0.265	-9.40625	-74.1875
0.2675	-9.673438	-70
0.27	-9.895313	-78.03125
0.2725	-10.06875	-96.0625
0.275	-10.19844	-105.2188
0.2775	-10.2875	-98.65625
0.28	-10.34688	-88.03125
0.2825	-10.38281	-82.15625
0.285	-10.40469	-83.59375
0.2875	-10.41719	-94.8125
0.29	-10.42031	-108.1562
0.2925	-10.41719	-109.75
0.295	-10.41094	-100.5938
0.2975	-10.40156	-92.53125
0.3	-10.39219	-85.9375
0.3025	-10.375	-80.84375
0.305	-10.35	-83.4375
0.3075	-10.3125	-90.71875
0.31	-10.25938	-96.28125
0.3125	-10.19219	-100.2188
0.315	-10.1125	-102.8125
0.3175	-10.02031	-98.9375
0.32	-9.915625	-89.90625
0.3225	-9.801563	-86.90625
0.325	-9.679688	-92.90625
0.3275	-9.548438	-94.71875
0.33	-9.403125	-86.375
0.3325	-9.242188	-80.84375
0.335	-9.070312	-82.53125
0.3375	-8.884375	-85.5625
0.34	-8.678125	-92.21875
0.3425	-8.448438	-102.0625
0.345	-8.209375	-106.0312
0.3475	-7.98125	-102.6875
0.35	-7.792188	-98.09375
0.3525	-7.65625	-92.84375
0.355	-7.565625	-85.90625
0.3575	-7.5	-79.8125
0.36	-7.44375	-78.5625
0.3625	-7.382812	-81.5625
0.365	-7.31875	-83.875
0.3675	-7.25625	-84.25
0.37	-7.196875	-85.09375
0.3725	-7.1375	-87.375
0.375	-7.060938	-88.28125
0.3775	-6.94375	-85.75
0.38	-6.78125	-80.03125
0.3825	-6.584375	-70.25
0.385	-6.382812	-56.84375
0.3875	-6.207813	-48.40625
0.39	-6.071875	-57.4375
0.3925	-5.965625	-81.28125
0.395	-5.864063	-99.15625
0.3975	-5.74375	-95.3125
0.4	-5.604688	-75.5
0.4025	-5.453125	-61
0.405	-5.30625	-65.09375
0.4075	-5.16875	-81.34375
0.41	-5.042188	-97.1875
0.4125	-4.926563	-103.625
0.415	-4.821875	-97.65625
0.4175	-4.726562	-87.40625
0.42	-4.642188	-83.3125
0.4225	-4.570312	-80.5
0.425	-4.5125	-69.125
0.4275	-4.470313	-55.90625
0.43	-4.4375	-55.34375
0.4325	-4.40625	-66.75
0.435	-4.370312	-75.25
0.4375	-4.321875	-73.78125
0.44	-4.253125	-66.8125
0.4425	-4.164062	-58.5625
0.445	-4.05625	-52.09375
0.4475	-3.934375	-47.0625
0.45	-3.807813	-43.25
0.4525	-3.682813	-44.71875
0.455	-3.55625	-49.84375
0.4575	-3.421875	-49.75
0.46	-3.273438	-39.90625
0.4625	-3.1125	-26.46875
0.465	-2.946875	-18.15625
0.4675	-2.790625	-14.53125
0.47	-2.6625	-9.8125
0.4725	-2.565625	-6.03125
0.475	-2.503125	-4.75
0.4775	-2.475	-1.78125
0.48	-2.482813	2.0625
0.4825	-2.525	8.5625
0.485	-2.595313	25.375
0.4875	-2.68125	42.1875
0.49	-2.779688	34.6875
0.4925	-2.882812	3.40625
0.495	-2.985938	-26.53125
